#node	identifier	category	term ID	term description
GNA11	9606.ENSP00000078429	Monarch	HP:0001733	Pancreatitis
GNA11	9606.ENSP00000078429	Monarch	HP:0001871	Abnormality of blood and blood-forming tissues
GNA11	9606.ENSP00000078429	Monarch	HP:0001892	Abnormal bleeding
GNA11	9606.ENSP00000078429	Monarch	HP:0001939	Abnormality of metabolism/homeostasis
GNA11	9606.ENSP00000078429	Monarch	HP:0002011	Morphological central nervous system abnormality
GNA11	9606.ENSP00000078429	Monarch	HP:0002012	Abnormality of the abdominal organs
GNA11	9606.ENSP00000078429	Monarch	HP:0002027	Abdominal pain
GNA11	9606.ENSP00000078429	Monarch	HP:0002060	Abnormal cerebral morphology
GNA11	9606.ENSP00000078429	Monarch	HP:0002086	Abnormality of the respiratory system
GNA11	9606.ENSP00000078429	Monarch	HP:0002134	Abnormal basal ganglia morphology
GNA11	9606.ENSP00000078429	Monarch	HP:0002135	Basal ganglia calcification
GNA11	9606.ENSP00000078429	Monarch	HP:0002150	Hypercalciuria
GNA11	9606.ENSP00000078429	Monarch	HP:0002356	Writers cramp
GNA11	9606.ENSP00000078429	Monarch	HP:0002514	Cerebral calcification
GNA11	9606.ENSP00000078429	Monarch	HP:0002516	Increased intracranial pressure
GNA11	9606.ENSP00000078429	Monarch	HP:0002538	Abnormal cerebral cortex morphology
GNA11	9606.ENSP00000078429	Monarch	HP:0002615	Hypotension
GNA11	9606.ENSP00000078429	Monarch	HP:0002664	Neoplasm
GNA11	9606.ENSP00000078429	Monarch	HP:0002715	Abnormality of the immune system
GNA11	9606.ENSP00000078429	Monarch	HP:0002793	Abnormal pattern of respiration
GNA11	9606.ENSP00000078429	Monarch	HP:0002795	Abnormal respiratory system physiology
GNA11	9606.ENSP00000078429	Monarch	HP:0002861	Melanoma
GNA11	9606.ENSP00000078429	Monarch	HP:0002901	Hypocalcemia
GNA11	9606.ENSP00000078429	Monarch	HP:0002905	Hyperphosphatemia
GNA11	9606.ENSP00000078429	Monarch	HP:0002917	Hypomagnesemia
GNA11	9606.ENSP00000078429	Monarch	HP:0002918	Hypermagnesemia
GNA11	9606.ENSP00000078429	Monarch	HP:0003011	Abnormality of the musculature
GNA11	9606.ENSP00000078429	Monarch	HP:0003072	Hypercalcemia
GNA11	9606.ENSP00000078429	Monarch	HP:0003110	Abnormality of urine homeostasis
GNA11	9606.ENSP00000078429	Monarch	HP:0003111	Abnormal blood ion concentration
GNA11	9606.ENSP00000078429	Monarch	HP:0003127	Hypocalciuria
GNA11	9606.ENSP00000078429	Monarch	HP:0003330	Abnormal bone structure
GNA11	9606.ENSP00000078429	Monarch	HP:0003394	Muscle spasm
GNA11	9606.ENSP00000078429	Monarch	HP:0003398	Abnormal synaptic transmission at the neuromuscular junction
GNA11	9606.ENSP00000078429	Monarch	HP:0003401	Paresthesia
GNA11	9606.ENSP00000078429	Monarch	HP:0003457	EMG abnormality
GNA11	9606.ENSP00000078429	Monarch	HP:0003473	Fatigable weakness
GNA11	9606.ENSP00000078429	Monarch	HP:0003474	Somatic sensory dysfunction
GNA11	9606.ENSP00000078429	Monarch	HP:0003529	Parathormone-independent increased renal tubular calcium reabsorption
GNA11	9606.ENSP00000078429	Monarch	HP:0003549	Abnormality of connective tissue
GNA11	9606.ENSP00000078429	Monarch	HP:0004305	Involuntary movements
GNA11	9606.ENSP00000078429	Monarch	HP:0004323	Abnormality of body weight
GNA11	9606.ENSP00000078429	Monarch	HP:0004325	Decreased body weight
GNA11	9606.ENSP00000078429	Monarch	HP:0004327	Abnormal vitreous humor morphology
GNA11	9606.ENSP00000078429	Monarch	HP:0004328	Abnormal anterior eye segment morphology
GNA11	9606.ENSP00000078429	Monarch	HP:0004329	Abnormal posterior eye segment morphology
GNA11	9606.ENSP00000078429	Monarch	HP:0004348	Abnormality of bone mineral density
GNA11	9606.ENSP00000078429	Monarch	HP:0004349	Reduced bone mineral density
GNA11	9606.ENSP00000078429	Monarch	HP:0004363	Abnormal circulating calcium concentration
GNA11	9606.ENSP00000078429	Monarch	HP:0004372	Reduced consciousness/confusion
GNA11	9606.ENSP00000078429	Monarch	HP:0004373	Focal dystonia
GNA11	9606.ENSP00000078429	Monarch	HP:0004398	Peptic ulcer
GNA11	9606.ENSP00000078429	Monarch	HP:0004921	Abnormal magnesium concentration
GNA11	9606.ENSP00000078429	Monarch	HP:0007400	Irregular hyperpigmentation
GNA11	9606.ENSP00000078429	Monarch	HP:0007686	Abnormal pupillary function
GNA11	9606.ENSP00000078429	Monarch	HP:0007716	Uveal melanoma
GNA11	9606.ENSP00000078429	Monarch	HP:0007902	Vitreous hemorrhage
GNA11	9606.ENSP00000078429	Monarch	HP:0007906	Ocular hypertension
GNA11	9606.ENSP00000078429	Monarch	HP:0008200	Primary hyperparathyroidism
GNA11	9606.ENSP00000078429	Monarch	HP:0008494	Inferior lens subluxation
GNA11	9606.ENSP00000078429	Monarch	HP:0009124	Abnormal adipose tissue morphology
GNA11	9606.ENSP00000078429	Monarch	HP:0010766	Ectopic calcification
GNA11	9606.ENSP00000078429	Monarch	HP:0010920	Zonular cataract
GNA11	9606.ENSP00000078429	Monarch	HP:0010927	Abnormal blood inorganic cation concentration
GNA11	9606.ENSP00000078429	Monarch	HP:0010929	Abnormal blood cation concentration
GNA11	9606.ENSP00000078429	Monarch	HP:0010935	Abnormality of the upper urinary tract
GNA11	9606.ENSP00000078429	Monarch	HP:0010978	Abnormality of immune system physiology
GNA11	9606.ENSP00000078429	Monarch	HP:0010993	Abnormal cerebral subcortex morphology
GNA11	9606.ENSP00000078429	Monarch	HP:0011024	Abnormality of the gastrointestinal tract
GNA11	9606.ENSP00000078429	Monarch	HP:0011025	Abnormal cardiovascular system physiology
GNA11	9606.ENSP00000078429	Monarch	HP:0011028	Abnormality of blood circulation
GNA11	9606.ENSP00000078429	Monarch	HP:0011029	Internal hemorrhage
GNA11	9606.ENSP00000078429	Monarch	HP:0011121	Abnormality of skin morphology
GNA11	9606.ENSP00000078429	Monarch	HP:0011122	Abnormality of skin physiology
GNA11	9606.ENSP00000078429	Monarch	HP:0011123	Inflammatory abnormality of the skin
GNA11	9606.ENSP00000078429	Monarch	HP:0011138	Abnormality of skin adnexa morphology
GNA11	9606.ENSP00000078429	Monarch	HP:0011277	Abnormality of the urinary system physiology
GNA11	9606.ENSP00000078429	Monarch	HP:0011280	Abnormality of urine calcium concentration
GNA11	9606.ENSP00000078429	Monarch	HP:0011362	Abnormal hair quantity
GNA11	9606.ENSP00000078429	Monarch	HP:0011442	Abnormal central motor function
GNA11	9606.ENSP00000078429	Monarch	HP:0011446	Abnormality of higher mental function
GNA11	9606.ENSP00000078429	Monarch	HP:0011458	Abdominal symptom
GNA11	9606.ENSP00000078429	Monarch	HP:0011499	Mydriasis
GNA11	9606.ENSP00000078429	Monarch	HP:0011524	Iris melanoma
GNA11	9606.ENSP00000078429	Monarch	HP:0011675	Arrhythmia
GNA11	9606.ENSP00000078429	Monarch	HP:0011767	Abnormality of the parathyroid physiology
GNA11	9606.ENSP00000078429	Monarch	HP:0011792	Neoplasm by histology
GNA11	9606.ENSP00000078429	Monarch	HP:0011793	Neoplasm by anatomical site
GNA11	9606.ENSP00000078429	Monarch	HP:0011804	Abnormal muscle physiology
GNA11	9606.ENSP00000078429	Monarch	HP:0011842	Abnormal skeletal morphology
GNA11	9606.ENSP00000078429	Monarch	HP:0011849	Abnormal bone ossification
GNA11	9606.ENSP00000078429	Monarch	HP:0011885	Hemorrhage of the eye
GNA11	9606.ENSP00000078429	Monarch	HP:0012031	Lipomatous tumor
GNA11	9606.ENSP00000078429	Monarch	HP:0012054	Choroidal melanoma
GNA11	9606.ENSP00000078429	Monarch	HP:0012055	Ciliary body melanoma
GNA11	9606.ENSP00000078429	Monarch	HP:0012091	Abnormality of pancreas physiology
GNA11	9606.ENSP00000078429	Monarch	HP:0012210	Abnormal renal morphology
GNA11	9606.ENSP00000078429	Monarch	HP:0012372	Abnormal eye morphology
GNA11	9606.ENSP00000078429	Monarch	HP:0012373	Abnormal eye physiology
GNA11	9606.ENSP00000078429	Monarch	HP:0012443	Abnormality of brain morphology
GNA11	9606.ENSP00000078429	Monarch	HP:0012508	Metamorphopsia
GNA11	9606.ENSP00000078429	Monarch	HP:0012531	Pain
GNA11	9606.ENSP00000078429	Monarch	HP:0012535	Abnormal synaptic transmission
GNA11	9606.ENSP00000078429	Monarch	HP:0012591	Abnormal urinary electrolyte concentration
GNA11	9606.ENSP00000078429	Monarch	HP:0012607	Abnormal urine magnesium concentration
GNA11	9606.ENSP00000078429	Monarch	HP:0012608	Hypermagnesiuria
GNA11	9606.ENSP00000078429	Monarch	HP:0012632	Abnormal intraocular pressure
GNA11	9606.ENSP00000078429	Monarch	HP:0012633	Asymmetry of intraocular pressure
GNA11	9606.ENSP00000078429	Monarch	HP:0012638	Abnormal nervous system physiology
GNA11	9606.ENSP00000078429	Monarch	HP:0012639	Abnormal nervous system morphology
GNA11	9606.ENSP00000078429	Monarch	HP:0012640	Abnormality of intracranial pressure
GNA11	9606.ENSP00000078429	Monarch	HP:0012647	Abnormal inflammatory response
GNA11	9606.ENSP00000078429	Monarch	HP:0012649	Increased inflammatory response
GNA11	9606.ENSP00000078429	Monarch	HP:0012718	Morphological abnormality of the gastrointestinal tract
GNA11	9606.ENSP00000078429	Monarch	HP:0012776	Abnormal ciliary body morphology
GNA11	9606.ENSP00000078429	Monarch	HP:0012795	Abnormal optic disc morphology
GNA11	9606.ENSP00000078429	Monarch	HP:0025031	Abnormality of the digestive system
GNA11	9606.ENSP00000078429	Monarch	HP:0025032	Abnormality of digestive system physiology
GNA11	9606.ENSP00000078429	Monarch	HP:0025033	Abnormality of digestive system morphology
GNA11	9606.ENSP00000078429	Monarch	HP:0025142	Constitutional symptom
GNA11	9606.ENSP00000078429	Monarch	HP:0030191	Abnormal peripheral nervous system synaptic transmission
GNA11	9606.ENSP00000078429	Monarch	HP:0030786	Photopsia
GNA11	9606.ENSP00000078429	Monarch	HP:0030800	Abnormal visual accommodation
GNA11	9606.ENSP00000078429	Monarch	HP:0030956	Abnormality of cardiovascular system electrophysiology
GNA11	9606.ENSP00000078429	Monarch	HP:0030972	Abnormal systemic blood pressure
GNA11	9606.ENSP00000078429	Monarch	HP:0031466	Impairment in personality functioning
GNA11	9606.ENSP00000078429	Monarch	HP:0032180	Abnormal circulating metabolite concentration
GNA11	9606.ENSP00000078429	Monarch	HP:0033127	Abnormality of the musculoskeletal system
GNA11	9606.ENSP00000078429	Monarch	HP:0033747	Abnormal exteroceptive sensation
GNA11	9606.ENSP00000078429	Monarch	HP:0034221	Abnormal temporal lobe morphology
GNA11	9606.ENSP00000078429	Monarch	HP:0034274	Gastrointestinal ulcer
GNA11	9606.ENSP00000078429	Monarch	HP:0040148	Cortical myoclonus
GNA11	9606.ENSP00000078429	Monarch	HP:0046506	Pain in head and neck region
GNA11	9606.ENSP00000078429	Monarch	HP:0100012	Neoplasm of the eye
GNA11	9606.ENSP00000078429	Monarch	HP:0100022	Abnormality of movement
GNA11	9606.ENSP00000078429	Monarch	HP:0100529	Abnormal blood phosphate concentration
GNA11	9606.ENSP00000078429	Monarch	HP:0100533	Inflammatory abnormality of the eye
GNA11	9606.ENSP00000078429	Monarch	HP:0100547	Abnormal forebrain morphology
GNA11	9606.ENSP00000078429	Monarch	HP:0100685	Abnormal Sharpey fiber morphology
GNA11	9606.ENSP00000078429	Monarch	HP:0100851	Abnormal emotion/affect behavior
GNA11	9606.ENSP00000078429	Monarch	HP:0100852	Abnormal fear/anxiety-related behavior
GNA11	9606.ENSP00000078429	Monarch	HP:0200013	Neoplasm of fatty tissue
GNA11	9606.ENSP00000078429	Monarch	HP:0200026	Ocular pain
GNA11	9606.ENSP00000078429	UniProt Keywords	KW-0013	ADP-ribosylation
GNA11	9606.ENSP00000078429	UniProt Keywords	KW-0342	GTP-binding
GNA11	9606.ENSP00000078429	UniProt Keywords	KW-0449	Lipoprotein
GNA11	9606.ENSP00000078429	UniProt Keywords	KW-0460	Magnesium
GNA11	9606.ENSP00000078429	UniProt Keywords	KW-0472	Membrane
GNA11	9606.ENSP00000078429	UniProt Keywords	KW-0479	Metal-binding
GNA11	9606.ENSP00000078429	UniProt Keywords	KW-0547	Nucleotide-binding
GNA11	9606.ENSP00000078429	UniProt Keywords	KW-0564	Palmitate
GNA11	9606.ENSP00000078429	UniProt Keywords	KW-0807	Transducer
GNA11	9606.ENSP00000078429	UniProt Keywords	KW-0963	Cytoplasm
GNA11	9606.ENSP00000078429	UniProt Keywords	KW-1003	Cell membrane
GNA11	9606.ENSP00000078429	InterPro	IPR000654	G-protein alpha subunit, group Q
GNA11	9606.ENSP00000078429	InterPro	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit
GNA11	9606.ENSP00000078429	InterPro	IPR011025	G protein alpha subunit, helical insertion
GNA11	9606.ENSP00000078429	InterPro	IPR027417	P-loop containing nucleoside triphosphate hydrolase
GNA11	9606.ENSP00000078429	SMART	SM00275	G protein alpha subunit
GNAI1	9606.ENSP00000497260	GO Process	GO:0007049	Cell cycle
GNAI1	9606.ENSP00000497260	GO Process	GO:0007154	Cell communication
GNAI1	9606.ENSP00000497260	GO Process	GO:0007165	Signal transduction
GNAI1	9606.ENSP00000497260	GO Process	GO:0007186	G protein-coupled receptor signaling pathway
GNAI1	9606.ENSP00000497260	GO Process	GO:0007188	Adenylate cyclase-modulating G protein-coupled receptor signaling pathway
GNAI1	9606.ENSP00000497260	GO Process	GO:0007193	Adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway
GNAI1	9606.ENSP00000497260	GO Process	GO:0009719	Response to endogenous stimulus
GNAI1	9606.ENSP00000497260	GO Process	GO:0009725	Response to hormone
GNAI1	9606.ENSP00000497260	GO Process	GO:0009966	Regulation of signal transduction
GNAI1	9606.ENSP00000497260	GO Process	GO:0009987	Cellular process
GNAI1	9606.ENSP00000497260	GO Process	GO:0010033	Response to organic substance
GNAI1	9606.ENSP00000497260	GO Process	GO:0010243	Response to organonitrogen compound
GNAI1	9606.ENSP00000497260	GO Process	GO:0010564	Regulation of cell cycle process
GNAI1	9606.ENSP00000497260	GO Process	GO:0010646	Regulation of cell communication
GNAI1	9606.ENSP00000497260	GO Process	GO:0014070	Response to organic cyclic compound
GNAI1	9606.ENSP00000497260	GO Process	GO:0023051	Regulation of signaling
GNAI1	9606.ENSP00000497260	GO Process	GO:0023052	Signaling
GNAI1	9606.ENSP00000497260	GO Process	GO:0032879	Regulation of localization
GNAI1	9606.ENSP00000497260	GO Process	GO:0032880	Regulation of protein localization
GNAI1	9606.ENSP00000497260	GO Process	GO:0032886	Regulation of microtubule-based process
GNAI1	9606.ENSP00000497260	GO Process	GO:0033043	Regulation of organelle organization
GNAI1	9606.ENSP00000497260	GO Process	GO:0033993	Response to lipid
GNAI1	9606.ENSP00000497260	GO Process	GO:0042221	Response to chemical
GNAI1	9606.ENSP00000497260	GO Process	GO:0043434	Response to peptide hormone
GNAI1	9606.ENSP00000497260	GO Process	GO:0043949	Regulation of cAMP-mediated signaling
GNAI1	9606.ENSP00000497260	GO Process	GO:0048518	Positive regulation of biological process
GNAI1	9606.ENSP00000497260	GO Process	GO:0048522	Positive regulation of cellular process
GNAI1	9606.ENSP00000497260	GO Process	GO:0048583	Regulation of response to stimulus
GNAI1	9606.ENSP00000497260	GO Process	GO:0050789	Regulation of biological process
GNAI1	9606.ENSP00000497260	GO Process	GO:0050794	Regulation of cellular process
GNAI1	9606.ENSP00000497260	GO Process	GO:0050896	Response to stimulus
GNAI1	9606.ENSP00000497260	GO Process	GO:0051128	Regulation of cellular component organization
GNAI1	9606.ENSP00000497260	GO Process	GO:0051301	Cell division
GNAI1	9606.ENSP00000497260	GO Process	GO:0051493	Regulation of cytoskeleton organization
GNAI1	9606.ENSP00000497260	GO Process	GO:0051716	Cellular response to stimulus
GNAI1	9606.ENSP00000497260	GO Process	GO:0051726	Regulation of cell cycle
GNAI1	9606.ENSP00000497260	GO Process	GO:0060236	Regulation of mitotic spindle organization
GNAI1	9606.ENSP00000497260	GO Process	GO:0060341	Regulation of cellular localization
GNAI1	9606.ENSP00000497260	GO Process	GO:0065007	Biological regulation
GNAI1	9606.ENSP00000497260	GO Process	GO:0070507	Regulation of microtubule cytoskeleton organization
GNAI1	9606.ENSP00000497260	GO Process	GO:0070887	Cellular response to chemical stimulus
GNAI1	9606.ENSP00000497260	GO Process	GO:0071310	Cellular response to organic substance
GNAI1	9606.ENSP00000497260	GO Process	GO:0071396	Cellular response to lipid
GNAI1	9606.ENSP00000497260	GO Process	GO:0071407	Cellular response to organic cyclic compound
GNAI1	9606.ENSP00000497260	GO Process	GO:0090224	Regulation of spindle organization
GNAI1	9606.ENSP00000497260	GO Process	GO:0097305	Response to alcohol
GNAI1	9606.ENSP00000497260	GO Process	GO:0097306	Cellular response to alcohol
GNAI1	9606.ENSP00000497260	GO Process	GO:1901652	Response to peptide
GNAI1	9606.ENSP00000497260	GO Process	GO:1901654	Response to ketone
GNAI1	9606.ENSP00000497260	GO Process	GO:1901655	Cellular response to ketone
GNAI1	9606.ENSP00000497260	GO Process	GO:1901698	Response to nitrogen compound
GNAI1	9606.ENSP00000497260	GO Process	GO:1901700	Response to oxygen-containing compound
GNAI1	9606.ENSP00000497260	GO Process	GO:1901701	Cellular response to oxygen-containing compound
GNAI1	9606.ENSP00000497260	GO Process	GO:1902531	Regulation of intracellular signal transduction
GNAI1	9606.ENSP00000497260	GO Process	GO:1903829	Positive regulation of protein localization
GNAI1	9606.ENSP00000497260	GO Process	GO:1904321	Response to forskolin
GNAI1	9606.ENSP00000497260	GO Process	GO:1904322	Cellular response to forskolin
GNAI1	9606.ENSP00000497260	GO Process	GO:1904375	Regulation of protein localization to cell periphery
GNAI1	9606.ENSP00000497260	GO Process	GO:1904377	Positive regulation of protein localization to cell periphery
GNAI1	9606.ENSP00000497260	GO Process	GO:1904776	Regulation of protein localization to cell cortex
GNAI1	9606.ENSP00000497260	GO Process	GO:1904778	Positive regulation of protein localization to cell cortex
GNAI1	9606.ENSP00000497260	GO Function	GO:0000166	Nucleotide binding
GNAI1	9606.ENSP00000497260	GO Function	GO:0000287	Magnesium ion binding
GNAI1	9606.ENSP00000497260	GO Function	GO:0001664	G protein-coupled receptor binding
GNAI1	9606.ENSP00000497260	GO Function	GO:0003824	Catalytic activity
GNAI1	9606.ENSP00000497260	GO Function	GO:0003924	GTPase activity
GNAI1	9606.ENSP00000497260	GO Function	GO:0005102	Signaling receptor binding
GNAI1	9606.ENSP00000497260	GO Function	GO:0005488	Binding
GNAI1	9606.ENSP00000497260	GO Function	GO:0005515	Protein binding
GNAI1	9606.ENSP00000497260	GO Function	GO:0005525	GTP binding
GNAI1	9606.ENSP00000497260	GO Function	GO:0016462	Pyrophosphatase activity
GNAI1	9606.ENSP00000497260	GO Function	GO:0016787	Hydrolase activity
GNAI1	9606.ENSP00000497260	GO Function	GO:0016817	Hydrolase activity, acting on acid anhydrides
GNAI1	9606.ENSP00000497260	GO Function	GO:0016818	Hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
GNAI1	9606.ENSP00000497260	GO Function	GO:0017076	Purine nucleotide binding
GNAI1	9606.ENSP00000497260	GO Function	GO:0017111	Nucleoside-triphosphatase activity
GNAI1	9606.ENSP00000497260	GO Function	GO:0019001	Guanyl nucleotide binding
GNAI1	9606.ENSP00000497260	GO Function	GO:0019003	GDP binding
GNAI1	9606.ENSP00000497260	GO Function	GO:0031683	G-protein beta/gamma-subunit complex binding
GNAI1	9606.ENSP00000497260	GO Function	GO:0031821	G protein-coupled serotonin receptor binding
GNAI1	9606.ENSP00000497260	GO Function	GO:0032553	Ribonucleotide binding
GNAI1	9606.ENSP00000497260	GO Function	GO:0032555	Purine ribonucleotide binding
GNAI1	9606.ENSP00000497260	GO Function	GO:0032561	Guanyl ribonucleotide binding
GNAI1	9606.ENSP00000497260	GO Function	GO:0035639	Purine ribonucleoside triphosphate binding
GNAI1	9606.ENSP00000497260	GO Function	GO:0036094	Small molecule binding
GNAI1	9606.ENSP00000497260	GO Function	GO:0043167	Ion binding
GNAI1	9606.ENSP00000497260	GO Function	GO:0043168	Anion binding
GNAI1	9606.ENSP00000497260	GO Function	GO:0043169	Cation binding
GNAI1	9606.ENSP00000497260	GO Function	GO:0044877	Protein-containing complex binding
GNAI1	9606.ENSP00000497260	GO Function	GO:0046872	Metal ion binding
GNAI1	9606.ENSP00000497260	GO Function	GO:0097159	Organic cyclic compound binding
GNAI1	9606.ENSP00000497260	GO Function	GO:0097367	Carbohydrate derivative binding
GNAI1	9606.ENSP00000497260	GO Function	GO:1901265	Nucleoside phosphate binding
GNAI1	9606.ENSP00000497260	GO Function	GO:1901363	Heterocyclic compound binding
GNAI1	9606.ENSP00000497260	GO Component	GO:0000323	Lytic vacuole
GNAI1	9606.ENSP00000497260	GO Component	GO:0005576	Extracellular region
GNAI1	9606.ENSP00000497260	GO Component	GO:0005615	Extracellular space
GNAI1	9606.ENSP00000497260	GO Component	GO:0005622	Intracellular anatomical structure
GNAI1	9606.ENSP00000497260	GO Component	GO:0005634	Nucleus
GNAI1	9606.ENSP00000497260	GO Component	GO:0005737	Cytoplasm
GNAI1	9606.ENSP00000497260	GO Component	GO:0005764	Lysosome
GNAI1	9606.ENSP00000497260	GO Component	GO:0005765	Lysosomal membrane
GNAI1	9606.ENSP00000497260	GO Component	GO:0005773	Vacuole
GNAI1	9606.ENSP00000497260	GO Component	GO:0005774	Vacuolar membrane
GNAI1	9606.ENSP00000497260	GO Component	GO:0005813	Centrosome
GNAI1	9606.ENSP00000497260	GO Component	GO:0005815	Microtubule organizing center
GNAI1	9606.ENSP00000497260	GO Component	GO:0005834	Heterotrimeric G-protein complex
GNAI1	9606.ENSP00000497260	GO Component	GO:0005856	Cytoskeleton
GNAI1	9606.ENSP00000497260	GO Component	GO:0005886	Plasma membrane
GNAI1	9606.ENSP00000497260	GO Component	GO:0005938	Cell cortex
GNAI1	9606.ENSP00000497260	GO Component	GO:0009898	Cytoplasmic side of plasma membrane
GNAI1	9606.ENSP00000497260	GO Component	GO:0015630	Microtubule cytoskeleton
GNAI1	9606.ENSP00000497260	GO Component	GO:0016020	Membrane
GNAI1	9606.ENSP00000497260	GO Component	GO:0019897	Extrinsic component of plasma membrane
GNAI1	9606.ENSP00000497260	GO Component	GO:0019898	Extrinsic component of membrane
GNAI1	9606.ENSP00000497260	GO Component	GO:0030496	Midbody
GNAI1	9606.ENSP00000497260	GO Component	GO:0031090	Organelle membrane
GNAI1	9606.ENSP00000497260	GO Component	GO:0031234	Extrinsic component of cytoplasmic side of plasma membrane
GNAI1	9606.ENSP00000497260	GO Component	GO:0031982	Vesicle
GNAI1	9606.ENSP00000497260	GO Component	GO:0032991	Protein-containing complex
GNAI1	9606.ENSP00000497260	GO Component	GO:0043226	Organelle
GNAI1	9606.ENSP00000497260	GO Component	GO:0043227	Membrane-bounded organelle
GNAI1	9606.ENSP00000497260	GO Component	GO:0043228	Non-membrane-bounded organelle
GNAI1	9606.ENSP00000497260	GO Component	GO:0043229	Intracellular organelle
GNAI1	9606.ENSP00000497260	GO Component	GO:0043230	Extracellular organelle
GNAI1	9606.ENSP00000497260	GO Component	GO:0043231	Intracellular membrane-bounded organelle
GNAI1	9606.ENSP00000497260	GO Component	GO:0043232	Intracellular non-membrane-bounded organelle
GNAI1	9606.ENSP00000497260	GO Component	GO:0065010	Extracellular membrane-bounded organelle
GNAI1	9606.ENSP00000497260	GO Component	GO:0070062	Extracellular exosome
GNAI1	9606.ENSP00000497260	GO Component	GO:0071944	Cell periphery
GNAI1	9606.ENSP00000497260	GO Component	GO:0098552	Side of membrane
GNAI1	9606.ENSP00000497260	GO Component	GO:0098562	Cytoplasmic side of membrane
GNAI1	9606.ENSP00000497260	GO Component	GO:0098588	Bounding membrane of organelle
GNAI1	9606.ENSP00000497260	GO Component	GO:0098796	Membrane protein complex
GNAI1	9606.ENSP00000497260	GO Component	GO:0098797	Plasma membrane protein complex
GNAI1	9606.ENSP00000497260	GO Component	GO:0098852	Lytic vacuole membrane
GNAI1	9606.ENSP00000497260	GO Component	GO:0099568	Cytoplasmic region
GNAI1	9606.ENSP00000497260	GO Component	GO:0099738	Cell cortex region
GNAI1	9606.ENSP00000497260	GO Component	GO:0110165	Cellular anatomical entity
GNAI1	9606.ENSP00000497260	GO Component	GO:1902494	Catalytic complex
GNAI1	9606.ENSP00000497260	GO Component	GO:1903561	Extracellular vesicle
GNAI1	9606.ENSP00000497260	GO Component	GO:1905360	GTPase complex
GNAI1	9606.ENSP00000497260	STRING clusters	CL:24306	Mixed, incl. Photoreceptor outer segment, and Calcium regulation in cardiac cells
GNAI1	9606.ENSP00000497260	STRING clusters	CL:24307	Mixed, incl. Heterotrimeric G-protein complex, and Signal transduction inhibitor
GNAI1	9606.ENSP00000497260	STRING clusters	CL:24308	Mixed, incl. G protein gated Potassium channels, and Signal transduction inhibitor
GNAI1	9606.ENSP00000497260	STRING clusters	CL:24309	Mixed, incl. G protein gated Potassium channels, and Regulator of G protein signalling domain
GNAI1	9606.ENSP00000497260	STRING clusters	CL:24310	Heterotrimeric G-protein complex, and Regulator of G protein signalling domain
GNAI1	9606.ENSP00000497260	STRING clusters	CL:24312	Heterotrimeric G-protein complex, and Regulator of G protein signalling domain
GNAI1	9606.ENSP00000497260	STRING clusters	CL:24313	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding, and RGS, subdomain 1/3
GNAI1	9606.ENSP00000497260	STRING clusters	CL:24314	ADP signalling through P2Y purinoceptor 12, and Prostaglandin E receptor activity
GNAI1	9606.ENSP00000497260	STRING clusters	CL:24316	ADP signalling through P2Y purinoceptor 12, and Prostaglandin E receptor activity
GNAI1	9606.ENSP00000497260	STRING clusters	CL:24319	ADP signalling through P2Y purinoceptor 12
GNAI1	9606.ENSP00000497260	STRING clusters	CL:24320	ADP signalling through P2Y purinoceptor 12
GNAI1	9606.ENSP00000497260	STRING clusters	CL:24323	G-protein alpha subunit, group I, and Adenylate cyclase-activating dopamine receptor signaling pathway
GNAI1	9606.ENSP00000497260	KEGG	hsa04015	Rap1 signaling pathway
GNAI1	9606.ENSP00000497260	KEGG	hsa04022	cGMP-PKG signaling pathway
GNAI1	9606.ENSP00000497260	KEGG	hsa04024	cAMP signaling pathway
GNAI1	9606.ENSP00000497260	KEGG	hsa04062	Chemokine signaling pathway
GNAI1	9606.ENSP00000497260	KEGG	hsa04071	Sphingolipid signaling pathway
GNAI1	9606.ENSP00000497260	KEGG	hsa04261	Adrenergic signaling in cardiomyocytes
GNAI1	9606.ENSP00000497260	KEGG	hsa04360	Axon guidance
GNAI1	9606.ENSP00000497260	KEGG	hsa04371	Apelin signaling pathway
GNAI1	9606.ENSP00000497260	KEGG	hsa04540	Gap junction
GNAI1	9606.ENSP00000497260	KEGG	hsa04611	Platelet activation
GNAI1	9606.ENSP00000497260	KEGG	hsa04670	Leukocyte transendothelial migration
GNAI1	9606.ENSP00000497260	KEGG	hsa04713	Circadian entrainment
GNAI1	9606.ENSP00000497260	KEGG	hsa04723	Retrograde endocannabinoid signaling
GNAI1	9606.ENSP00000497260	KEGG	hsa04724	Glutamatergic synapse
GNAI1	9606.ENSP00000497260	KEGG	hsa04725	Cholinergic synapse
GNAI1	9606.ENSP00000497260	KEGG	hsa04726	Serotonergic synapse
GNAI1	9606.ENSP00000497260	KEGG	hsa04727	GABAergic synapse
GNAI1	9606.ENSP00000497260	KEGG	hsa04728	Dopaminergic synapse
GNAI1	9606.ENSP00000497260	KEGG	hsa04730	Long-term depression
GNAI1	9606.ENSP00000497260	KEGG	hsa04914	Progesterone-mediated oocyte maturation
